,Timestamp,car-id,car-type,gate-name
57397,2015-07-17 15:49:33,20154519024544-322,2,general-gate7
57417,2015-07-17 15:58:40,20154519024544-322,2,camping4
60467,2015-07-19 23:56:06,20154519024544-322,2,camping4
60470,2015-07-20 00:05:07,20154519024544-322,2,general-gate7
60471,2015-07-20 00:11:41,20154519024544-322,2,general-gate4
60473,2015-07-20 00:22:07,20154519024544-322,2,general-gate1
60475,2015-07-20 00:24:34,20154519024544-322,2,ranger-stop2
60476,2015-07-20 00:27:24,20154519024544-322,2,ranger-stop0
60477,2015-07-20 00:30:24,20154519024544-322,2,general-gate2
60481,2015-07-20 00:41:09,20154519024544-322,2,general-gate5
60483,2015-07-20 00:50:30,20154519024544-322,2,entrance4
66026,2015-07-24 14:38:38,20154519024544-322,2,entrance4
66051,2015-07-24 14:47:55,20154519024544-322,2,general-gate5
66061,2015-07-24 14:58:41,20154519024544-322,2,general-gate2
66067,2015-07-24 15:01:41,20154519024544-322,2,ranger-stop0
66074,2015-07-24 15:04:30,20154519024544-322,2,ranger-stop2
66081,2015-07-24 15:06:57,20154519024544-322,2,general-gate1
66098,2015-07-24 15:17:22,20154519024544-322,2,general-gate4
66112,2015-07-24 15:23:55,20154519024544-322,2,general-gate7
66136,2015-07-24 15:33:02,20154519024544-322,2,camping4
69358,2015-07-26 23:53:46,20154519024544-322,2,camping4
69360,2015-07-27 00:02:47,20154519024544-322,2,general-gate7
69361,2015-07-27 00:09:21,20154519024544-322,2,general-gate4
69365,2015-07-27 00:19:47,20154519024544-322,2,general-gate1
69367,2015-07-27 00:22:14,20154519024544-322,2,ranger-stop2
69368,2015-07-27 00:25:04,20154519024544-322,2,ranger-stop0
69369,2015-07-27 00:28:04,20154519024544-322,2,general-gate2
69376,2015-07-27 00:38:49,20154519024544-322,2,general-gate5
69385,2015-07-27 00:48:10,20154519024544-322,2,entrance4
74778,2015-07-31 14:45:54,20154519024544-322,2,entrance4
74800,2015-07-31 14:55:11,20154519024544-322,2,general-gate5
74825,2015-07-31 15:05:57,20154519024544-322,2,general-gate2
74835,2015-07-31 15:08:57,20154519024544-322,2,ranger-stop0
74840,2015-07-31 15:11:46,20154519024544-322,2,ranger-stop2
74845,2015-07-31 15:14:13,20154519024544-322,2,general-gate1
74872,2015-07-31 15:24:38,20154519024544-322,2,general-gate4
74888,2015-07-31 15:31:11,20154519024544-322,2,general-gate7
74903,2015-07-31 15:40:18,20154519024544-322,2,camping4
77767,2015-08-03 00:03:40,20154519024544-322,2,camping4
77772,2015-08-03 00:12:41,20154519024544-322,2,general-gate7
77774,2015-08-03 00:19:15,20154519024544-322,2,general-gate4
77777,2015-08-03 00:29:41,20154519024544-322,2,general-gate1
77778,2015-08-03 00:32:08,20154519024544-322,2,ranger-stop2
77780,2015-08-03 00:34:58,20154519024544-322,2,ranger-stop0
77782,2015-08-03 00:37:58,20154519024544-322,2,general-gate2
77785,2015-08-03 00:48:43,20154519024544-322,2,general-gate5
77788,2015-08-03 00:58:04,20154519024544-322,2,entrance4
82452,2015-08-07 15:00:39,20154519024544-322,2,entrance4
82462,2015-08-07 15:09:56,20154519024544-322,2,general-gate5
82483,2015-08-07 15:20:42,20154519024544-322,2,general-gate2
82489,2015-08-07 15:23:42,20154519024544-322,2,ranger-stop0
82493,2015-08-07 15:26:31,20154519024544-322,2,ranger-stop2
82501,2015-08-07 15:28:58,20154519024544-322,2,general-gate1
82519,2015-08-07 15:39:23,20154519024544-322,2,general-gate4
82527,2015-08-07 15:45:56,20154519024544-322,2,general-gate7
82550,2015-08-07 15:55:03,20154519024544-322,2,camping4
85193,2015-08-09 23:43:46,20154519024544-322,2,camping4
85196,2015-08-09 23:52:47,20154519024544-322,2,general-gate7
85197,2015-08-09 23:59:21,20154519024544-322,2,general-gate4
85198,2015-08-10 00:09:47,20154519024544-322,2,general-gate1
85199,2015-08-10 00:12:14,20154519024544-322,2,ranger-stop2
85200,2015-08-10 00:15:04,20154519024544-322,2,ranger-stop0
85201,2015-08-10 00:18:04,20154519024544-322,2,general-gate2
85202,2015-08-10 00:28:49,20154519024544-322,2,general-gate5
85203,2015-08-10 00:38:10,20154519024544-322,2,entrance4
89713,2015-08-14 15:00:45,20154519024544-322,2,entrance4
89724,2015-08-14 15:10:02,20154519024544-322,2,general-gate5
89742,2015-08-14 15:20:48,20154519024544-322,2,general-gate2
89747,2015-08-14 15:23:48,20154519024544-322,2,ranger-stop0
89753,2015-08-14 15:26:37,20154519024544-322,2,ranger-stop2
89760,2015-08-14 15:29:04,20154519024544-322,2,general-gate1
89775,2015-08-14 15:39:29,20154519024544-322,2,general-gate4
89786,2015-08-14 15:46:02,20154519024544-322,2,general-gate7
89800,2015-08-14 15:55:09,20154519024544-322,2,camping4
92250,2015-08-17 00:03:49,20154519024544-322,2,camping4
92252,2015-08-17 00:12:50,20154519024544-322,2,general-gate7
92255,2015-08-17 00:19:24,20154519024544-322,2,general-gate4
92257,2015-08-17 00:29:50,20154519024544-322,2,general-gate1
92258,2015-08-17 00:32:17,20154519024544-322,2,ranger-stop2
92259,2015-08-17 00:35:07,20154519024544-322,2,ranger-stop0
92262,2015-08-17 00:38:07,20154519024544-322,2,general-gate2
92263,2015-08-17 00:48:52,20154519024544-322,2,general-gate5
92264,2015-08-17 00:58:13,20154519024544-322,2,entrance4
96564,2015-08-21 14:45:10,20154519024544-322,2,entrance4
96578,2015-08-21 14:54:27,20154519024544-322,2,general-gate5
96595,2015-08-21 15:05:13,20154519024544-322,2,general-gate2
96601,2015-08-21 15:08:13,20154519024544-322,2,ranger-stop0
96604,2015-08-21 15:11:02,20154519024544-322,2,ranger-stop2
96608,2015-08-21 15:13:29,20154519024544-322,2,general-gate1
96632,2015-08-21 15:23:54,20154519024544-322,2,general-gate4
96650,2015-08-21 15:30:27,20154519024544-322,2,general-gate7
96666,2015-08-21 15:39:34,20154519024544-322,2,camping4
99030,2015-08-23 23:42:25,20154519024544-322,2,camping4
99031,2015-08-23 23:51:26,20154519024544-322,2,general-gate7
99032,2015-08-23 23:58:00,20154519024544-322,2,general-gate4
99033,2015-08-24 00:08:26,20154519024544-322,2,general-gate1
99034,2015-08-24 00:10:53,20154519024544-322,2,ranger-stop2
99035,2015-08-24 00:13:43,20154519024544-322,2,ranger-stop0
99036,2015-08-24 00:16:43,20154519024544-322,2,general-gate2
99037,2015-08-24 00:27:28,20154519024544-322,2,general-gate5
99038,2015-08-24 00:36:49,20154519024544-322,2,entrance4
103808,2015-08-28 14:56:48,20154519024544-322,2,entrance4
103830,2015-08-28 15:06:05,20154519024544-322,2,general-gate5
103844,2015-08-28 15:16:51,20154519024544-322,2,general-gate2
103850,2015-08-28 15:19:51,20154519024544-322,2,ranger-stop0
103858,2015-08-28 15:22:40,20154519024544-322,2,ranger-stop2
103862,2015-08-28 15:25:07,20154519024544-322,2,general-gate1
103878,2015-08-28 15:35:32,20154519024544-322,2,general-gate4
103884,2015-08-28 15:42:05,20154519024544-322,2,general-gate7
103895,2015-08-28 15:51:12,20154519024544-322,2,camping4
106242,2015-08-30 23:40:12,20154519024544-322,2,camping4
106243,2015-08-30 23:49:13,20154519024544-322,2,general-gate7
106244,2015-08-30 23:55:47,20154519024544-322,2,general-gate4
106245,2015-08-31 00:06:13,20154519024544-322,2,general-gate1
106246,2015-08-31 00:08:40,20154519024544-322,2,ranger-stop2
106247,2015-08-31 00:11:30,20154519024544-322,2,ranger-stop0
106248,2015-08-31 00:14:30,20154519024544-322,2,general-gate2
106250,2015-08-31 00:25:15,20154519024544-322,2,general-gate5
106252,2015-08-31 00:34:36,20154519024544-322,2,entrance4
110247,2015-09-04 14:39:02,20154519024544-322,2,entrance4
110258,2015-09-04 14:48:19,20154519024544-322,2,general-gate5
110272,2015-09-04 14:59:05,20154519024544-322,2,general-gate2
110278,2015-09-04 15:02:05,20154519024544-322,2,ranger-stop0
110279,2015-09-04 15:04:54,20154519024544-322,2,ranger-stop2
110282,2015-09-04 15:07:21,20154519024544-322,2,general-gate1
110296,2015-09-04 15:17:46,20154519024544-322,2,general-gate4
110305,2015-09-04 15:24:19,20154519024544-322,2,general-gate7
110314,2015-09-04 15:33:26,20154519024544-322,2,camping4
112201,2015-09-06 23:50:14,20154519024544-322,2,camping4
112203,2015-09-06 23:59:15,20154519024544-322,2,general-gate7
112205,2015-09-07 00:05:49,20154519024544-322,2,general-gate4
112207,2015-09-07 00:16:15,20154519024544-322,2,general-gate1
112208,2015-09-07 00:18:42,20154519024544-322,2,ranger-stop2
112210,2015-09-07 00:21:32,20154519024544-322,2,ranger-stop0
112214,2015-09-07 00:24:32,20154519024544-322,2,general-gate2
112217,2015-09-07 00:35:17,20154519024544-322,2,general-gate5
112222,2015-09-07 00:44:38,20154519024544-322,2,entrance4
115503,2015-09-11 14:46:13,20154519024544-322,2,entrance4
115506,2015-09-11 14:55:30,20154519024544-322,2,general-gate5
115512,2015-09-11 15:06:16,20154519024544-322,2,general-gate2
115515,2015-09-11 15:09:16,20154519024544-322,2,ranger-stop0
115518,2015-09-11 15:12:05,20154519024544-322,2,ranger-stop2
115523,2015-09-11 15:14:32,20154519024544-322,2,general-gate1
115535,2015-09-11 15:24:57,20154519024544-322,2,general-gate4
115540,2015-09-11 15:31:30,20154519024544-322,2,general-gate7
115547,2015-09-11 15:40:37,20154519024544-322,2,camping4
117484,2015-09-13 23:59:30,20154519024544-322,2,camping4
117485,2015-09-14 00:08:31,20154519024544-322,2,general-gate7
117486,2015-09-14 00:15:05,20154519024544-322,2,general-gate4
117487,2015-09-14 00:25:31,20154519024544-322,2,general-gate1
117488,2015-09-14 00:27:58,20154519024544-322,2,ranger-stop2
117489,2015-09-14 00:30:48,20154519024544-322,2,ranger-stop0
117490,2015-09-14 00:33:48,20154519024544-322,2,general-gate2
117492,2015-09-14 00:44:33,20154519024544-322,2,general-gate5
117493,2015-09-14 00:53:54,20154519024544-322,2,entrance4
120895,2015-09-18 14:41:04,20154519024544-322,2,entrance4
120915,2015-09-18 14:50:21,20154519024544-322,2,general-gate5
120931,2015-09-18 15:01:07,20154519024544-322,2,general-gate2
120934,2015-09-18 15:04:07,20154519024544-322,2,ranger-stop0
120937,2015-09-18 15:06:56,20154519024544-322,2,ranger-stop2
120941,2015-09-18 15:09:23,20154519024544-322,2,general-gate1
120954,2015-09-18 15:19:48,20154519024544-322,2,general-gate4
120959,2015-09-18 15:26:21,20154519024544-322,2,general-gate7
120977,2015-09-18 15:35:28,20154519024544-322,2,camping4
122983,2015-09-20 23:51:22,20154519024544-322,2,camping4
122984,2015-09-21 00:00:23,20154519024544-322,2,general-gate7
122986,2015-09-21 00:06:57,20154519024544-322,2,general-gate4
122987,2015-09-21 00:17:23,20154519024544-322,2,general-gate1
122988,2015-09-21 00:19:50,20154519024544-322,2,ranger-stop2
122989,2015-09-21 00:22:40,20154519024544-322,2,ranger-stop0
122990,2015-09-21 00:25:40,20154519024544-322,2,general-gate2
122991,2015-09-21 00:36:25,20154519024544-322,2,general-gate5
122992,2015-09-21 00:45:46,20154519024544-322,2,entrance4
126118,2015-09-25 15:03:19,20154519024544-322,2,entrance4
126132,2015-09-25 15:12:36,20154519024544-322,2,general-gate5
126150,2015-09-25 15:23:22,20154519024544-322,2,general-gate2
126154,2015-09-25 15:26:22,20154519024544-322,2,ranger-stop0
126159,2015-09-25 15:29:11,20154519024544-322,2,ranger-stop2
126163,2015-09-25 15:31:38,20154519024544-322,2,general-gate1
126177,2015-09-25 15:42:03,20154519024544-322,2,general-gate4
126188,2015-09-25 15:48:36,20154519024544-322,2,general-gate7
126199,2015-09-25 15:57:43,20154519024544-322,2,camping4
127940,2015-09-27 23:37:22,20154519024544-322,2,camping4
127941,2015-09-27 23:46:23,20154519024544-322,2,general-gate7
127943,2015-09-27 23:52:57,20154519024544-322,2,general-gate4
127944,2015-09-28 00:03:23,20154519024544-322,2,general-gate1
127945,2015-09-28 00:05:50,20154519024544-322,2,ranger-stop2
127946,2015-09-28 00:08:40,20154519024544-322,2,ranger-stop0
127947,2015-09-28 00:11:40,20154519024544-322,2,general-gate2
127953,2015-09-28 00:22:25,20154519024544-322,2,general-gate5
127954,2015-09-28 00:31:46,20154519024544-322,2,entrance4
130721,2015-10-02 14:42:56,20154519024544-322,2,entrance4
130723,2015-10-02 14:52:13,20154519024544-322,2,general-gate5
130726,2015-10-02 15:02:59,20154519024544-322,2,general-gate2
130728,2015-10-02 15:05:59,20154519024544-322,2,ranger-stop0
130730,2015-10-02 15:08:48,20154519024544-322,2,ranger-stop2
130732,2015-10-02 15:11:15,20154519024544-322,2,general-gate1
130735,2015-10-02 15:21:40,20154519024544-322,2,general-gate4
130736,2015-10-02 15:28:13,20154519024544-322,2,general-gate7
130739,2015-10-02 15:37:20,20154519024544-322,2,camping4
131560,2015-10-04 23:42:30,20154519024544-322,2,camping4
131563,2015-10-04 23:51:31,20154519024544-322,2,general-gate7
131566,2015-10-04 23:58:05,20154519024544-322,2,general-gate4
131568,2015-10-05 00:08:31,20154519024544-322,2,general-gate1
131569,2015-10-05 00:10:58,20154519024544-322,2,ranger-stop2
131571,2015-10-05 00:13:48,20154519024544-322,2,ranger-stop0
131572,2015-10-05 00:16:48,20154519024544-322,2,general-gate2
131574,2015-10-05 00:27:33,20154519024544-322,2,general-gate5
131575,2015-10-05 00:36:54,20154519024544-322,2,entrance4
